Item name,Price,Review num,Item url
Ariat M4 Low Rise Single Arch TekStretch Boot Cut Jean,$71.95 - $79.95,4,https://www.amazon.com/Ariat-Mens-Single-TekStretch-Ridge/dp/B07D1C5HBM/ref=sr_1_756?s=apparel&ie=UTF8&qid=1548232229&sr=1-756&nodeID=1045564&psd=1
Demon hunter Men's Black Skinny Fit Stretch Jeans S8L20,$28.90 ,46,https://www.amazon.com/Demon-hunter-Black-Skinny-Stretch/dp/B01CZTT5CW/ref=sr_1_757?s=apparel&ie=UTF8&qid=1548232229&sr=1-757&nodeID=1045564&psd=1
LEE Men's Modern Series Skinny Jean,$16.35 - $48.00,4,https://www.amazon.com/LEE-Mens-Modern-Skinny-Blaze/dp/B07BHK3MRS/ref=sr_1_758?s=apparel&ie=UTF8&qid=1548232229&sr=1-758&nodeID=1045564&psd=1
Wrangler Authentics Authentics Men's Big and Tall Comfort Flex Denim Short,$21.99 - $42.00,101,https://www.amazon.com/Wrangler-Authentics-Comfort-Denim-Stonewash/dp/B075MYBMTP/ref=sr_1_759?s=apparel&ie=UTF8&qid=1548232229&sr=1-759&nodeID=1045564&psd=1
HENGAO Men's Destroyed Ripped Straight Skinny Fit Biker Jeans with Zipper Deco,$25.88 - $33.99,12,https://www.amazon.com/HENGAO-Casual-Straight-Biker-Jeans/dp/B072MHFNG4/ref=sr_1_760?s=apparel&ie=UTF8&qid=1548232229&sr=1-760&nodeID=1045564&psd=1
Lapco FR P-INDM10 28X28 100% Cotton Flame-Resistant Modern Jeans Dirty Washed Denim 28" x 28",$66.37 ,7,https://www.amazon.com/Lapco-FR-P-INDM10-36X30-Modern/dp/B07D7PVPC1/ref=sr_1_761?s=apparel&ie=UTF8&qid=1548232229&sr=1-761&nodeID=1045564&psd=1
Mavi Men's Zach Straight Leg Jeans,$98.00 - $118.00,0,https://www.amazon.com/Mavi-Mens-Zach-Straight-Jeans/dp/B07K15YPCN/ref=sr_1_762?s=apparel&ie=UTF8&qid=1548232229&sr=1-762&nodeID=1045564&psd=1
MR. R Men's Fashion Tie-Dyed Slim Fit Jeans 4 Colors 29-42,$36.89 - $42.89,11,https://www.amazon.com/Mens-Fashion-Tie-dyed-Jeans-Faded/dp/B075QCHJZR/ref=sr_1_763?s=apparel&ie=UTF8&qid=1548232229&sr=1-763&nodeID=1045564&psd=1
PAUL JONES Men's Vintage Stylish Drop Crotch Cotton Denim Pants Jogger Jeans,$21.99 - $32.99,10,https://www.amazon.com/PAUL-JONES-Stretch-Cotton-Crotch/dp/B07CPQ5BTX/ref=sr_1_764?s=apparel&ie=UTF8&qid=1548232229&sr=1-764&nodeID=1045564&psd=1
Amoystyle Men's Fashion Stretch Slim Fit Jeans 4 Colors US W29-W40,$29.99 - $34.99,10,https://www.amazon.com/Amoystyle-Fashion-Biker-Jeans-9701/dp/B07H7B11LD/ref=sr_1_765?s=apparel&ie=UTF8&qid=1548232229&sr=1-765&nodeID=1045564&psd=1
DSDZ Fashion Mens Stretch Ripped Hole Skinny Blue Jeans Side Zippers,$24.99 - $25.99,7,https://www.amazon.com/DSDZ-Fashion-Stretch-Ripped-Zippers/dp/B07FYFD7WM/ref=sr_1_766?s=apparel&ie=UTF8&qid=1548232229&sr=1-766&nodeID=1045564&psd=1
Levi's Men's 550 Relaxed-fit Jean,$21.86 - $69.50,6765,https://www.amazon.com/Levis-Mens-Relaxed-fit-Stonewash-44X29/dp/B0018OKSKY/ref=sr_1_767?s=apparel&ie=UTF8&qid=1548232229&sr=1-767&nodeID=1045564&psd=1
Benefit Wear Mens Full Elastic Waist 5-Pocket Pants with Mock Fly,$33.99 - $47.76,54,https://www.amazon.com/Benefit-Wear-Elastic-Relaxed-5-Pocket/dp/B00NFSWNDG/ref=sr_1_768?s=apparel&ie=UTF8&qid=1548232229&sr=1-768&nodeID=1045564&psd=1
Cinch Men's Silver Label Slim Fit Jean,$35.00 - $60.00,5,https://www.amazon.com/Cinch-Silver-Label-Performance-Rinse/dp/B071KQK59X/ref=sr_1_769?s=apparel&ie=UTF8&qid=1548232237&sr=1-769&nodeID=1045564&psd=1
ARIAT Men's Flame Resistant M3 Loose Fit Straight Leg Jean,$99.95 - $109.90,0,https://www.amazon.com/Ariat-Resistant-Straight-Vortex-Titanium/dp/B071X78QQW/ref=sr_1_770?s=apparel&ie=UTF8&qid=1548232237&sr=1-770&nodeID=1045564&psd=1
Perry Ellis Men's Slim Lightweight Denim Pant,$24.11 - $24.49,16,https://www.amazon.com/Perry-Ellis-Mens-Lightweight-Denim/dp/B06X3SLB7F/ref=sr_1_771?s=apparel&ie=UTF8&qid=1548232237&sr=1-771&nodeID=1045564&psd=1
YIMANIE Men's Slim Fit Jeans Stretch Straight Leg Fashion Jeans Pants,$19.99 - $25.99,14,https://www.amazon.com/YIMANIE-Classic-Fashion-Stretch-Straight/dp/B07DWDPD7K/ref=sr_1_772?s=apparel&ie=UTF8&qid=1548232237&sr=1-772&nodeID=1045564&psd=1
AG Adriano Goldschmied Mens Everett Slim Straight Leg Denim Jeans in Mass,$198.00 ,0,https://www.amazon.com/AG-Adriano-Goldschmied-Everett-Straight/dp/B07KGCGXC4/ref=sr_1_773?s=apparel&ie=UTF8&qid=1548232237&sr=1-773&nodeID=1045564&psd=1
Unbranded* The Brand Men's Ub404 Tight Black Selvedge Denim,$82.00 - $88.00,13,https://www.amazon.com/Unbranded-Brand-UB404-Tight-Selvedge/dp/B015OWORMU/ref=sr_1_774?s=apparel&ie=UTF8&qid=1548232237&sr=1-774&nodeID=1045564&psd=1
Buffalo David Bitton Men's Evan-x Slim Straight Fit Denim Pant,$49.00 - $99.00,3,https://www.amazon.com/Buffalo-David-Bitton-Evan-x-Straight/dp/B071GW5QHP/ref=sr_1_775?s=apparel&ie=UTF8&qid=1548232237&sr=1-775&nodeID=1045564&psd=1
Flame Resistant FR Denim Jeans - 100% C,$30.99 - $51.79,77,https://www.amazon.com/Just-Trend-Flame-Resistant-Denim/dp/B074FWFGB8/ref=sr_1_776?s=apparel&ie=UTF8&qid=1548232237&sr=1-776&nodeID=1045564&psd=1
Southpole Men's Basic Flex Slim Straight Stretch Fit Washed Denim Pants Long,$24.99 ,94,https://www.amazon.com/d/Mens-Surf-Skate-Street-Jeans/Southpole-Basic-Straight-Stretch-Washed/B01LVTT8RV/ref=sr_1_777?s=apparel&ie=UTF8&qid=1548232237&sr=1-777&nodeID=1045564&psd=1
BLUE DAZE Mens Jeans Regular Fit Straight Leg 5 Pockets Zipper Fly Jeans Dark Gray 32x30,$19.99 ,0,https://www.amazon.com/d/Mens-Jeans/Blue-Bay-Industries-Relaxed-Straight/B074XLF8QQ/ref=sr_1_778?s=apparel&ie=UTF8&qid=1548232237&sr=1-778&nodeID=1045564&psd=1
Blue Bay Industries Mens Jeans Regular Fit Straight Leg 5 Pockets Zipper Fly Jeans Dark Gray 36x30,$19.99 ,1,https://www.amazon.com/d/Mens-Jeans/Blue-Bay-Industries-Relaxed-Straight/B0751MBHN9/ref=sr_1_779?s=apparel&ie=UTF8&qid=1548232237&sr=1-779&nodeID=1045564&psd=1
Akoo Snowfall Jean in Jumping Jack 781-9172,$118.00 ,0,https://www.amazon.com/Akoo-Snowfall-Jean-Jumping-781-9172/dp/B07KY2YV8N/ref=sr_1_780?s=apparel&ie=UTF8&qid=1548232237&sr=1-780&nodeID=1045564&psd=1
PAIGE Men's Federal Slim-Fit Jean In Cellar,$185.00 ,7,https://www.amazon.com/PAIGE-Mens-Federal-Slim-Cellar/dp/B00UUGVUZI/ref=sr_1_781?s=apparel&ie=UTF8&qid=1548232237&sr=1-781&nodeID=1045564&psd=1
Wrangler Men's Big & Tall Rugged Wear Classic-Fit Jean,$15.07 - $50.00,173,https://www.amazon.com/Wrangler-Mens-Rugged-Classic-Rough/dp/B0007CKQ5U/ref=sr_1_782?s=apparel&ie=UTF8&qid=1548232237&sr=1-782&nodeID=1045564&psd=1
Wrangler Men's Fr Flame Resistant Slim Boot Jean,$65.88 ,0,https://www.amazon.com/Wrangler-Flame-Resistant-Stone-28x34/dp/B07H43QPW5/ref=sr_1_783?s=apparel&ie=UTF8&qid=1548232237&sr=1-783&nodeID=1045564&psd=1
The Unbranded Brand Men's UB201 Tapered Indigo Selvedge Jean,$88.00 ,66,https://www.amazon.com/Unbranded-UB201-Tapered-Indigo-Selvedge/dp/B00YE2LWKC/ref=sr_1_784?s=apparel&ie=UTF8&qid=1548232237&sr=1-784&nodeID=1045564&psd=1
Perry Ellis Men's Slim Fit Cross Over Rinsed Denim,$24.11 ,17,https://www.amazon.com/Perry-Ellis-Cross-Rinsed-Shadow/dp/B01MSMCY9X/ref=sr_1_785?s=apparel&ie=UTF8&qid=1548232237&sr=1-785&nodeID=1045564&psd=1
Victorious Mens Skinny Fit Stretch Raw Denim Jeans,$14.95 - $27.95,41,https://www.amazon.com/Victorious-Skinny-Stretch-Denim-Jeans/dp/B011JQ86C2/ref=sr_1_786?s=apparel&ie=UTF8&qid=1548232237&sr=1-786&nodeID=1045564&psd=1
Takuey Men Motorcycle Riding Pants Motorcross Denim Jeans with 4 Protect Pads Equipment Racing Knight Trousers Black,$58.00 - $67.99,18,https://www.amazon.com/Takuey-Motorcycle-Motorcross-Equipment-Trousers/dp/B075K8ZZHX/ref=sr_1_787?s=apparel&ie=UTF8&qid=1548232237&sr=1-787&nodeID=1045564&psd=1
Wrangler Men's 20x Slim Fit Straight Leg Jean,$40.99 - $59.99,0,https://www.amazon.com/Wrangler-Mens-Straight-McAllen-32X32/dp/B079C5Z7CC/ref=sr_1_788?s=apparel&ie=UTF8&qid=1548232237&sr=1-788&nodeID=1045564&psd=1
Lavnis Men¡¯s Vintage Casual Ripped Slim fit Denim Jeans,$21.99 - $29.99,12,https://www.amazon.com/Lavnis-Printed-Distressed-Straight-1-White-34/dp/B01M4IRWVD/ref=sr_1_789?s=apparel&ie=UTF8&qid=1548232237&sr=1-789&nodeID=1045564&psd=1
Levi's Men's Made in The USA 511 Slim Fit Jean,$35.99 - $88.00,10,https://www.amazon.com/Levis-Mens-Made-Slim-Black-x/dp/B07213JK87/ref=sr_1_790?s=apparel&ie=UTF8&qid=1548232237&sr=1-790&nodeID=1045564&psd=1
Timberland PRO Men's Grit-n-Grind Denim Work Pant,$29.99 - $48.98,15,https://www.amazon.com/Timberland-PRO-Grit-n-Grind-Denim-Straight/dp/B01CO65VII/ref=sr_1_791?s=apparel&ie=UTF8&qid=1548232237&sr=1-791&nodeID=1045564&psd=1
AG Adriano Goldschmied Men's Everett Slim Straight Leg Led Denim Pant,$109.21 - $188.00,1,https://www.amazon.com/AG-Adriano-Goldschmied-Straight-Mountain/dp/B07BN44Y2X/ref=sr_1_792?s=apparel&ie=UTF8&qid=1548232237&sr=1-792&nodeID=1045564&psd=1
AOWOFS Men's Jeans Distressed Ripped Biker Moto Denim Pants Tapered Leg Slim fit Zipper Black,$30.99 - $33.99,2,https://www.amazon.com/AOWOFS-Distressed-Ripped-Tapered-Zipper/dp/B078NM7V82/ref=sr_1_793?s=apparel&ie=UTF8&qid=1548232237&sr=1-793&nodeID=1045564&psd=1
Levi's Men's Baggy Jean,$42.99 - $79.50,19,https://www.amazon.com/Levis-Mens-Baggy-Jean-Basket/dp/B077GP7QCG/ref=sr_1_794?s=apparel&ie=UTF8&qid=1548232237&sr=1-794&nodeID=1045564&psd=1
Men's Winter Warm Fleece Lined Down Slim Fit Thicken Elastic Jean Pants,$19.99 ,0,https://www.amazon.com/Winter-Fleece-Lined-Thicken-Elastic/dp/B07JH5QNPG/ref=sr_1_795?s=apparel&ie=UTF8&qid=1548232237&sr=1-795&nodeID=1045564&psd=1
Levi's Men's 501 Original-Fit Jean,$30.99 - $79.50,10497,https://www.amazon.com/Levis-00501-Original-Medium-Stonewash/dp/B0748KY1W7/ref=sr_1_796?s=apparel&ie=UTF8&qid=1548232237&sr=1-796&nodeID=1045564&psd=1
Key Apparel Men's Performance Five-Pocket Jean,$16.98 - $24.99,94,https://www.amazon.com/Key-Apparel-Performance-Pocket-Indigo/dp/B00N4Y75JI/ref=sr_1_797?s=apparel&ie=UTF8&qid=1548232237&sr=1-797&nodeID=1045564&psd=1
Levi's Men's 501 Original-Fit Jean,$30.99 - $79.50,10497,https://www.amazon.com/Levis-00501-Original-Medium-Stonewash/dp/B0748KZZGZ/ref=sr_1_798?s=apparel&ie=UTF8&qid=1548232237&sr=1-798&nodeID=1045564&psd=1
Calvin Klein Men's 5 Pocket Stretch Cotton Twill Pants,$18.41 - $97.41,1,https://www.amazon.com/Calvin-Klein-Pocket-Stretch-Cotton/dp/B07DG569LT/ref=sr_1_799?s=apparel&ie=UTF8&qid=1548232237&sr=1-799&nodeID=1045564&psd=1
ARIAT Men's M4 Low Rise Boot Cut Jean,$46.27 - $68.74,3,https://www.amazon.com/Ariat-Mens-Stretch-Freeman-36X36/dp/B073QWVYVY/ref=sr_1_800?s=apparel&ie=UTF8&qid=1548232237&sr=1-800&nodeID=1045564&psd=1
Dickies Men's Big/Tall Loose-Fit Carpenter Jean,$27.20 - $38.96,96,https://www.amazon.com/Dickies-Loose-Carpenter-Stone-Washed/dp/B0020MMO28/ref=sr_1_801?s=apparel&ie=UTF8&qid=1548232237&sr=1-801&nodeID=1045564&psd=1
Harbor Bay by DXL Big and Tall Loose-Fit Denim 5 Pocket Jeans,$19.99 - $55.00,63,https://www.amazon.com/Harbor-Bay-Loose-Fit-Denim-Pocket/dp/B0000C3GG5/ref=sr_1_802?s=apparel&ie=UTF8&qid=1548232237&sr=1-802&nodeID=1045564&psd=1
Heart Yuxuan Men's Slim Jeans Fashion Stretch Skinny Jeans.,$18.99 - $27.59,5,https://www.amazon.com/Heart-Yuxuan-Fashion-Stretch-05-Blue/dp/B07K2R4L9G/ref=sr_1_803?s=apparel&ie=UTF8&qid=1548232237&sr=1-803&nodeID=1045564&psd=1
William Rast Men's Titan Athletic Fit Denim Jean,$43.34 - $89.50,5,https://www.amazon.com/William-Rast-Titan-Athletic-Barbara/dp/B075HD6YGN/ref=sr_1_804?s=apparel&ie=UTF8&qid=1548232237&sr=1-804&nodeID=1045564&psd=1
MEIKESEN Men's Skinny Stretch Ripped Hole Slim Straight Fit Moto Biker Jeans with Camo Patches,$19.99 - $34.99,1,https://www.amazon.com/MEIKESEN-Skinny-Stretch-Straight-Patches/dp/B07GJC3SFZ/ref=sr_1_805?s=apparel&ie=UTF8&qid=1548232237&sr=1-805&nodeID=1045564&psd=1
Demon hunter 808B Series Men's Skinny Fit Slim Jeans,$19.90 - $29.90,21,https://www.amazon.com/Demon-hunter-Skinny-Jeans-DH8083/dp/B01EC76DE8/ref=sr_1_806?s=apparel&ie=UTF8&qid=1548232237&sr=1-806&nodeID=1045564&psd=1
Wrangler Men's 20x Flame Resistant Cool Vantage Boot Cut Jean,$55.91 - $90.50,4,https://www.amazon.com/Wrangler-Flame-Resistant-Vantage-Vintage/dp/B01MS6RWAW/ref=sr_1_807?s=apparel&ie=UTF8&qid=1548232237&sr=1-807&nodeID=1045564&psd=1
The Unbranded Brand Men's Skinny Indigo Selvedge Jean in UB101,$88.00 ,40,https://www.amazon.com/Unbranded-UB101-Skinny-Indigo-Selvedge/dp/B00YE2LQTE/ref=sr_1_808?s=apparel&ie=UTF8&qid=1548232237&sr=1-808&nodeID=1045564&psd=1
Levi's Men's 501 Original-Fit Jean,$30.99 - $79.50,10497,https://www.amazon.com/Levis-00501-Mens-Original-Stonewash/dp/B0748L2K1N/ref=sr_1_809?s=apparel&ie=UTF8&qid=1548232237&sr=1-809&nodeID=1045564&psd=1
Wrangler Men's Flame Resistant Carpenter Jean,$50.05 - $99.46,4,https://www.amazon.com/Wrangler-Flame-Resistant-Carpenter-Indigo/dp/B01MRPAJWP/ref=sr_1_810?s=apparel&ie=UTF8&qid=1548232237&sr=1-810&nodeID=1045564&psd=1
HONTOUTE Men's Solid Basic Jeans Slim Fit Stretch Mid Rise Straight Leg Denim Jeans,$16.99 - $23.99,8,https://www.amazon.com/HONTOUTE-Plain-Super-Stretch-Jeans/dp/B07HT6K7JL/ref=sr_1_811?s=apparel&ie=UTF8&qid=1548232237&sr=1-811&nodeID=1045564&psd=1
Carhartt Men's Force Extremes Lynnwood Relaxed Tapered Jean,$50.99 - $78.95,6,https://www.amazon.com/Carhartt-Extremes-Lynnwood-Relaxed-Expedition/dp/B01N9VHM1U/ref=sr_1_812?s=apparel&ie=UTF8&qid=1548232237&sr=1-812&nodeID=1045564&psd=1
ARIAT Men's M4 Low Rise Boot Cut Jean,$55.92 - $87.49,7,https://www.amazon.com/Ariat-Mens-Adkins-Turnout-32X32/dp/B073QWLHZC/ref=sr_1_813?s=apparel&ie=UTF8&qid=1548232237&sr=1-813&nodeID=1045564&psd=1
Naked & Famous Denim Men's Stacked Guy Jean in Black Waxed Stretch,$168.00 ,4,https://www.amazon.com/d/Mens-Designer-Jeans/Naked-Famous-Denim-Stacked-Stretch/B00RCXLD72/ref=sr_1_814?s=apparel&ie=UTF8&qid=1548232237&sr=1-814&nodeID=1045564&psd=1
Levi's Men's 514 Straight-Leg Twill Pant,$49.99 - $58.00,434,https://www.amazon.com/Levis-Mens-Straight-Twill-42x32/dp/B007P0HIMQ/ref=sr_1_815?s=apparel&ie=UTF8&qid=1548232237&sr=1-815&nodeID=1045564&psd=1
Unbranded* The Brand Men's Ub601-Relaxed Tapered,$82.00 - $126.00,8,https://www.amazon.com/Unbranded-Ub601-Relaxed-Tapered-Stretch-Selvedge/dp/B06XHCWL6F/ref=sr_1_816?s=apparel&ie=UTF8&qid=1548232237&sr=1-816&nodeID=1045564&psd=1
ARIAT Men's M5 Stillwell Slim Low Rise Jeans Straight Leg - 10021879,$78.95 - $81.90,3,https://www.amazon.com/Ariat-Stillwell-Stretch-Stackable-Straight/dp/B079HWMQ41/ref=sr_1_817?s=apparel&ie=UTF8&qid=1548232245&sr=1-817&nodeID=1045564&psd=1
MR. R Men's Ripped Slim Jeans 5 Designs,$34.79 - $42.89,75,https://www.amazon.com/Mens-Distressed-Destructed-Slim-Jeans/dp/B01CS9VK9K/ref=sr_1_818?s=apparel&ie=UTF8&qid=1548232245&sr=1-818&nodeID=1045564&psd=1
28 inches Inseam Jeans - A Classic 5 Pocket Tapered Leg fit Jean for Men Under 5¡¯6¡± - Blue Mens Jeans 28,$39.95 ,23,https://www.amazon.com/DUCOMBE-28-Inches-Inseam-Jeans/dp/B0771WY74P/ref=sr_1_819?s=apparel&ie=UTF8&qid=1548232245&sr=1-819&nodeID=1045564&psd=1
Lucky Brand Men's Big & Tall 410 Athletic Jean in Corte Madera,$95.21 - $109.00,0,https://www.amazon.com/Lucky-Brand-Athletic-Madera-Cortez/dp/B07CJLT2VH/ref=sr_1_820?s=apparel&ie=UTF8&qid=1548232245&sr=1-820&nodeID=1045564&psd=1
Angel Cola Men's Biker Slim Distressed Washed Cotton Cargo Jeans,$49.99 ,138,https://www.amazon.com/Angel-Cola-Distressed-Washed-Cotton/dp/B06Y5G71KT/ref=sr_1_821?s=apparel&ie=UTF8&qid=1548232245&sr=1-821&nodeID=1045564&psd=1
KingSize Men's Big & Tall Full Elastic Pleated Knockarounds In Twill,$14.60 - $64.99,3,https://www.amazon.com/KingSize-Knockarounds-Pleated-Pants-Twill/dp/B07HYJJM9V/ref=sr_1_822?s=apparel&ie=UTF8&qid=1548232245&sr=1-822&nodeID=1045564&psd=1
Comfort Denim Outfitters Men's Regular Fit Jeans - Spring Summer 3,$21.00 - $23.20,6,https://www.amazon.com/Comfort-Denim-Outfitters-Regular-Jeans/dp/B07BL19H25/ref=sr_1_823?s=apparel&ie=UTF8&qid=1548232245&sr=1-823&nodeID=1045564&psd=1
Comfort Denim Outfitters Men's Bootcut Fit Jeans,$23.96 - $29.95,9,https://www.amazon.com/Comfort-Denim-Outfitters-Bootcut-33Wx32L/dp/B07613BCGL/ref=sr_1_824?s=apparel&ie=UTF8&qid=1548232245&sr=1-824&nodeID=1045564&psd=1
Naked & Famous Denim Men's Weird Guy in Solid Black Selvedge Jean,$130.00 - $170.00,1,https://www.amazon.com/Naked-Famous-Denim-Weird-Selvedge/dp/B00RCXR8GC/ref=sr_1_825?s=apparel&ie=UTF8&qid=1548232245&sr=1-825&nodeID=1045564&psd=1
Signature by Levi Strauss & Co. Gold Label Men's Big and Tall Athletic Tech Jeans,$22.11 - $24.99,7,https://www.amazon.com/Signature-Levi-Strauss-Gold-Label/dp/B077R98QZB/ref=sr_1_826?s=apparel&ie=UTF8&qid=1548232245&sr=1-826&nodeID=1045564&psd=1
William Rast Men's Dean Slim Straight Leg Jean,$16.37 - $118.90,14,https://www.amazon.com/William-Rast-Straight-Denim-Miner/dp/B072LWZRFW/ref=sr_1_827?s=apparel&ie=UTF8&qid=1548232245&sr=1-827&nodeID=1045564&psd=1
AG Adriano Goldschmied Men's Tellis Modern Slim Fit Dsd Denim,$124.28 - $215.00,1,https://www.amazon.com/AG-Adriano-Goldschmied-Tellis-Cypress/dp/B0777ZDFCT/ref=sr_1_828?s=apparel&ie=UTF8&qid=1548232245&sr=1-828&nodeID=1045564&psd=1
Dockers Men's Straight Fit Jean Cut Khaki Pants D2,$30.19 - $58.00,5,https://www.amazon.com/Dockers-Straight-Khaki-Pants-Safari/dp/B0779MWV4P/ref=sr_1_829?s=apparel&ie=UTF8&qid=1548232245&sr=1-829&nodeID=1045564&psd=1
Levi's Men's Big & Tall 541 Athletic Fit Pant,$67.05 - $79.50,3,https://www.amazon.com/Levis-Mens-Athletic-Denim-Stretch/dp/B01IRRMOB0/ref=sr_1_830?s=apparel&ie=UTF8&qid=1548232245&sr=1-830&nodeID=1045564&psd=1
MR. R Men's Fashion Ripped Biker Jeans 5 Colors,$35.89 - $38.89,10,https://www.amazon.com/Fashion-Ripped-Biker-Jeans-Green/dp/B07B3NJT18/ref=sr_1_831?s=apparel&ie=UTF8&qid=1548232245&sr=1-831&nodeID=1045564&psd=1
AG Adriano Goldschmied Men's Tellis,$115.59 - $215.00,0,https://www.amazon.com/AG-Adriano-Goldschmied-Tellis-Burroughs/dp/B07GNYN55K/ref=sr_1_832?s=apparel&ie=UTF8&qid=1548232245&sr=1-832&nodeID=1045564&psd=1
True Religion Men's Ricky Straight Leg Jeans,$144.13 - $179.00,2,https://www.amazon.com/True-Religion-Straight-Indigo-Traveler/dp/B0732ZP2WC/ref=sr_1_833?s=apparel&ie=UTF8&qid=1548232245&sr=1-833&nodeID=1045564&psd=1
KingSize Men's Big & Tall Full Elastic Twill Knockarounds With Button Front,$14.50 - $64.99,17,https://www.amazon.com/KingSize-Knockarounds-Plain-Front-Pants/dp/B07L4L3YXQ/ref=sr_1_834?s=apparel&ie=UTF8&qid=1548232245&sr=1-834&nodeID=1045564&psd=1
Men's Soft Napa Leather 5 Pockets Jeans Pant Brand New,$89.99 ,11,https://www.amazon.com/Mens-Leather-Pockets-Jeans-Brand/dp/B00GGAE8Y2/ref=sr_1_835?s=apparel&ie=UTF8&qid=1548232245&sr=1-835&nodeID=1045564&psd=1
Betusline Mens Fashion Rock Gothic Punk Revits Jeans Pants Trousers+Chain,$33.29 ,8,https://www.amazon.com/Betusline-Mens-Zipper-Gothic-Trousers/dp/B06XBBBQSN/ref=sr_1_836?s=apparel&ie=UTF8&qid=1548232245&sr=1-836&nodeID=1045564&psd=1
Wrangler Men's Western Regular Bootcut Jean,$24.13 - $45.00,45,https://www.amazon.com/Wrangler-Western-Regular-Stretch-34x30/dp/B000KLZC20/ref=sr_1_837?s=apparel&ie=UTF8&qid=1548232245&sr=1-837&nodeID=1045564&psd=1
WT02 Men's Clean Washed Fashion Stretch Ripped Denim Patns,$15.80 - $19.99,14,https://www.amazon.com/WT02-Washed-Fashion-Stretch-Repaired/dp/B07848WQXY/ref=sr_1_838?s=apparel&ie=UTF8&qid=1548232245&sr=1-838&nodeID=1045564&psd=1
Silver Jeans Co. Men's Konrad Fit Slim Leg Jeans Dark Sandblast 32Wx 32L,$89.00 ,0,https://www.amazon.com/Silver-Jeans-Konrad-Sandblast-Stretch/dp/B07DDF8GFY/ref=sr_1_839?s=apparel&ie=UTF8&qid=1548232245&sr=1-839&nodeID=1045564&psd=1
Wrangler Men's Advanced Comfort Cowboy-Cut Slim-Fit Jean,$12.72 - $56.99,34,https://www.amazon.com/Wrangler-Premium-Performance-Cowboy-34Wx30L/dp/B00LVPG8V8/ref=sr_1_840?s=apparel&ie=UTF8&qid=1548232245&sr=1-840&nodeID=1045564&psd=1
AOWOFS Men's Jeans Distressed Ripped Biker Moto Denim Pants Slim fit Zipper,$29.99 - $32.99,3,https://www.amazon.com/AOWOFS-Jeans-Distressed-Ripped-Zipper/dp/B07HHN2GPC/ref=sr_1_841?s=apparel&ie=UTF8&qid=1548232245&sr=1-841&nodeID=1045564&psd=1
Ariat Men's Blue M7 Cooper Tek Stretch Phoenix Jeans Boot Cut - 10020790,$69.95 - $79.95,1,https://www.amazon.com/Ariat-Rocker-Cooper-TekStretch-Phoenix/dp/B0762N5VMN/ref=sr_1_842?s=apparel&ie=UTF8&qid=1548232245&sr=1-842&nodeID=1045564&psd=1
Wrangler Men's Big & Tall 20X 01 Competition Relaxed Fit Jean,$39.28 - $59.99,4,https://www.amazon.com/Wrangler-Apparel-Relaxed-Competition-Jeans/dp/B00H7ZZQ5K/ref=sr_1_843?s=apparel&ie=UTF8&qid=1548232245&sr=1-843&nodeID=1045564&psd=1
Idopy Men`s Slim Fit Party Performance Biker Faux Leather Jeans Pants,$25.99 - $36.99,14,https://www.amazon.com/Idopy-Men%60s-Party-Performance-Leather/dp/B06ZZGCYH5/ref=sr_1_844?s=apparel&ie=UTF8&qid=1548232245&sr=1-844&nodeID=1045564&psd=1
Kenneth Cole New York Men's Straight Fit Five Pocket Jean,$24.99 - $125.63,1,https://www.amazon.com/Kenneth-Cole-New-York-Straight/dp/B07D7PZYJD/ref=sr_1_845?s=apparel&ie=UTF8&qid=1548232245&sr=1-845&nodeID=1045564&psd=1
URBAN X Men's Color Skinny Jeans with Spandex,$16.99 - $29.99,0,https://www.amazon.com/URBAN-Color-Skinny-Spandex-Purple/dp/B07LG112M8/ref=sr_1_846?s=apparel&ie=UTF8&qid=1548232245&sr=1-846&nodeID=1045564&psd=1
prAna Axiom Jean 30"" Inseam,$62.26 - $180.91,1,https://www.amazon.com/prAna-M411702-Axiom-Inseam-Antique/dp/B01H41Z8JA/ref=sr_1_847?s=apparel&ie=UTF8&qid=1548232245&sr=1-847&nodeID=1045564&psd=1
Eddie Bauer Men's Straight Fit Essential Jeans,$29.99 ,12,https://www.amazon.com/Eddie-Bauer-Straight-Essential-Stonewash/dp/B00DTVU72I/ref=sr_1_848?s=apparel&ie=UTF8&qid=1548232245&sr=1-848&nodeID=1045564&psd=1
Tommy Hilfiger Men's Original Scanton Slim Fit Jeans,$50.56 - $129.00,107,https://www.amazon.com/Tommy-Hilfiger-Original-Scanton-Comfort/dp/B01H43IPAM/ref=sr_1_849?s=apparel&ie=UTF8&qid=1548232245&sr=1-849&nodeID=1045564&psd=1
AG Adriano Goldschmied Men's The Graduate Tailored-Leg Jean In Robinson,$128.02 - $189.00,17,https://www.amazon.com/AG-Adriano-Goldschmied-Graduate-Tailored/dp/B00FF4UVJ6/ref=sr_1_850?s=apparel&ie=UTF8&qid=1548232245&sr=1-850&nodeID=1045564&psd=1
Smith's Workwear Men's 5 Pocket Unlined Jeans,$19.99 - $22.99,32,https://www.amazon.com/Smiths-Workwear-Pocket-Unlined-Vintage/dp/B00Y1NG89Y/ref=sr_1_851?s=apparel&ie=UTF8&qid=1548232245&sr=1-851&nodeID=1045564&psd=1
